"Date (00:00 UTC,Coingecko)",Relative to the ETH Price at Launch,ETH price,TEC price (USD),Market Cap (USD),Token Supply (TEC),TEC price (ETH),Notes
6/4/2023,86.48%,1892.08,$0.52,,0.00000000,0.00027472,
6/5/2023,86.95%,1893.18,$0.52,,0.00000000,0.00027622,
6/6/2023,87.59%,1813.68,$0.50,,0.00000000,0.00027826,
6/7/2023,87.16%,1883.24,$0.52,,0.00000000,0.00027690,
6/8/2023,87.42%,1832.32,$0.51,,0.00000000,0.00027771,
6/9/2023,88.57%,1846.03,$0.52,,0.00000000,0.00028135,
6/10/2023,87.99%,1839.21,$0.51,,0.00000000,0.00027951,
6/11/2023,88.53%,1754.67,$0.49,,0.00000000,0.00028124,
6/12/2023,88.23%,1751.72,$0.49,,0.00000000,0.00028029,
6/13/2023,86.75%,1742.6,$0.48,,0.00000000,0.00027559,
6/14/2023,85.98%,1736.79,$0.47,,0.00000000,0.00027312,
6/15/2023,87.00%,1650.68,$0.46,,0.00000000,0.00027637,
6/16/2023,85.40%,1664.98,$0.45,,0.00000000,0.00027131,
6/17/2023,85.38%,1716.38,$0.47,,0.00000000,0.00027122,
6/18/2023,85.11%,1726.37,$0.47,,0.00000000,0.00027038,
6/19/2023,85.86%,1719.27,$0.47,,0.00000000,0.00027277,
6/20/2023,85.28%,1734.79,$0.47,,0.00000000,0.00027093,
6/21/2023,84.68%,1790.19,$0.48,,0.00000000,0.00026900,
6/22/2023,87.41%,1892.9,$0.53,,0.00000000,0.00027768,
6/23/2023,87.79%,1874.18,$0.52,,0.00000000,0.00027890,
6/24/2023,86.95%,1891.35,$0.52,,0.00000000,0.00027621,
6/25/2023,89.06%,1875.06,$0.53,,0.00000000,0.00028294,
6/26/2023,88.94%,1899.15,$0.54,,0.00000000,0.00028253,
6/27/2023,87.80%,1859.8,$0.52,,0.00000000,0.00027891,
6/28/2023,96.11%,1890.01,$0.58,,0.00000000,0.00030534,
6/29/2023,89.45%,1828.46,$0.52,,0.00000000,0.00028417,
6/30/2023,85.35%,1853.45,$0.50,,0.00000000,0.00027113,
7/1/2023,83.51%,1934.05,$0.51,,0.00000000,0.00026531,
7/2/2023,86.89%,1924.57,$0.53,,0.00000000,0.00027602,
7/3/2023,85.34%,1933.96,$0.52,,0.00000000,0.00027111,
7/4/2023,86.00%,1953.78,$0.53,,0.00000000,0.00027321,
7/5/2023,84.25%,1937,$0.52,,0.00000000,0.00026765,
7/6/2023,82.82%,1910.51,$0.50,,0.00000000,0.00026310,
7/7/2023,85.20%,1855.47,$0.50,,0.00000000,0.00027067,
7/8/2023,84.58%,1869.32,$0.50,,0.00000000,0.00026869,
7/9/2023,83.64%,1864.87,$0.50,,0.00000000,0.00026572,
7/10/2023,85.17%,1864.58,$0.50,,0.00000000,0.00027057,
7/11/2023,83.57%,1880.24,$0.50,,0.00000000,0.00026547,
7/12/2023,84.18%,1878.23,$0.50,,0.00000000,0.00026741,
